"","lambda","value","pH"
"1970",NA,NA,7
"1971",NA,NA,7
"1972",NA,NA,7
"1973",NA,NA,7
"1974",NA,NA,7
"1975",NA,NA,7
"1976",NA,NA,7
"1977",NA,NA,7
"1978",NA,NA,7
"1979",NA,NA,7
"1980",NA,NA,7
"1981",NA,NA,7
"1982",NA,NA,7
"1983",NA,NA,7
"1984",NA,NA,7
"1985",NA,NA,7
"1986",NA,NA,7
"1987",NA,NA,7
"1988",NA,NA,7
"1989",NA,NA,7
"1990",NA,NA,7
"1991",NA,NA,7
"1992",NA,NA,7
"1993",NA,NA,7
"1994",NA,NA,7
"1995",NA,NA,7
"1996",NA,NA,7
"1997",NA,NA,7
"1998",NA,NA,7
"1999",NA,NA,7
"2000",NA,NA,7
"2001",NA,NA,7
"2002",NA,NA,7
"2003",NA,NA,7
"2004",NA,NA,7
"2005",NA,NA,7
"2006",NA,NA,7
"2007",NA,NA,7
"2008",NA,NA,7
"2009",NA,NA,7
"2010",NA,NA,7
"2011",NA,NA,7
"2012",NA,NA,7
"2013",NA,NA,7
"2014",NA,NA,7
"2015",NA,NA,7
"2016",NA,NA,7
"2017",NA,NA,7
"2018",NA,NA,7
"2019",NA,NA,7
"2020",NA,NA,7
"2021",NA,NA,7
"2022",NA,NA,7
"2023",NA,NA,7
"2024",NA,NA,7
"2025",NA,NA,7
"2026",NA,NA,7
"2027",NA,NA,7
"2028",NA,NA,7
"2029",NA,NA,7
"2030",NA,NA,7
"2031",NA,NA,7
"2032",NA,NA,7
"2033",NA,NA,7
"2034",NA,NA,7
"2035",NA,NA,7
"2036",NA,NA,7
"2037",NA,NA,7
"2038",NA,NA,7
"2039",NA,NA,7
"2040",NA,NA,7
"2041",NA,NA,7
"2042",NA,NA,7
"2043",NA,NA,7
"2044",NA,NA,7
"2045",NA,NA,7
"2046",NA,NA,7
"2047",NA,NA,7
"2048",NA,NA,7
"2049",NA,NA,7
"2050",NA,NA,7
"2051",NA,NA,7
"2052",NA,NA,7
"2053",NA,NA,7
"2054",NA,NA,7
"2055",NA,NA,7
"2056",NA,NA,7
"2057",NA,NA,7
"2058",NA,NA,7
"2059",NA,NA,7
"2060",NA,NA,7
"2061",NA,NA,7
"2062",NA,NA,7
"2063",NA,NA,7
"2064",NA,NA,7
"2065",NA,NA,7
"2066",NA,NA,7
"2067",NA,NA,7
"2068",NA,NA,7
"2069",NA,NA,7
"2070",NA,NA,7
"2071",NA,NA,7
"2072",NA,NA,7
"2073",NA,NA,7
"2074",NA,NA,7
"2075",NA,NA,7
"2076",NA,NA,7
"2077",NA,NA,7
"2078",NA,NA,7
"2079",NA,NA,7
"2080",NA,NA,7
"2081",NA,NA,7
"2082",NA,NA,7
"2083",NA,NA,7
"2084",NA,NA,7
"2085",NA,NA,7
"2086",NA,NA,7
"2087",NA,NA,7
"2088",NA,NA,7
"2089",NA,NA,7
"2090",NA,NA,7
"2091",NA,NA,7
"2092",NA,NA,7
"2093",NA,NA,7
"2094",NA,NA,7
"2095",NA,NA,7
"2096",NA,NA,7
"2097",NA,NA,7
"2098",NA,NA,7
"2099",NA,NA,7
"2100",NA,NA,7
"2101",NA,NA,7
"2102",NA,NA,7
"2103",NA,NA,7
"2104",NA,NA,7
"2105",NA,NA,7
"2106",NA,NA,7
"2107",NA,NA,7
"2108",NA,NA,7
"2109",NA,NA,7
"2110",NA,NA,7
"2111",NA,NA,7
"2112",NA,NA,7
"2113",NA,NA,7
"2114",NA,NA,7
"2115",NA,NA,7
"2116",NA,NA,7
"2117",NA,NA,7
"2118",NA,NA,7
"2119",NA,NA,7
"2120",NA,NA,7
"2121",NA,NA,7
"2122",NA,NA,7
"2123",NA,NA,7
"2124",NA,NA,7
"2125",NA,NA,7
"2126",NA,NA,7
"2127",NA,NA,7
"2128",NA,NA,7
"2129",NA,NA,7
"2130",NA,NA,7
"2131",NA,NA,7
"2132",NA,NA,7
"2133",NA,NA,7
"2134",NA,NA,7
"2135",NA,NA,7
"2136",NA,NA,7
"2137",NA,NA,7
"2138",NA,NA,7
"2139",NA,NA,7
"2140",NA,NA,7
"2141",NA,NA,7
"2142",NA,NA,7
"2143",NA,NA,7
"2144",NA,NA,7
"2145",NA,NA,7
"2146",NA,NA,7
"2147",NA,NA,7
"2148",NA,NA,7
"2149",NA,NA,7
"2150",NA,NA,7
"2151",NA,NA,7
"2152",NA,NA,7
"2153",NA,NA,7
"2154",NA,NA,7
"2155",NA,NA,7
"2156",NA,NA,7
"2157",NA,NA,7
"2158",NA,NA,7
"2159",NA,NA,7
"2160",NA,NA,7
"2161",NA,NA,7
"2162",NA,NA,7
"2163",NA,NA,7
"2164",NA,NA,7
"2165",NA,NA,7
"2166",NA,NA,7
"2167",NA,NA,7
"2168",NA,NA,7
"2169",NA,NA,7
"2170",NA,NA,7
"2171",NA,NA,7
"2172",NA,NA,7
"2173",NA,NA,7
"2174",NA,NA,7
"2175",NA,NA,7
"2176",NA,NA,7
"2177",NA,NA,7
"2178",NA,NA,7
"2179",NA,NA,7
"2180",NA,NA,7
"2181",NA,NA,7
"2182",NA,NA,7
"2183",NA,NA,7
"2184",NA,NA,7
"2185",NA,NA,7
"2186",NA,NA,7
"2187",NA,NA,7
"2188",NA,NA,7
"2189",NA,NA,7
"2190",NA,NA,7
"2191",NA,NA,7
"2192",NA,NA,7
"2193",NA,NA,7
"2194",NA,NA,7
"2195",NA,NA,7
"2196",NA,NA,7
"2197",NA,NA,7
"2198",NA,NA,7
"2199",NA,NA,7
"2200",NA,NA,7
"2201",NA,NA,7
"2202",NA,NA,7
"2203",NA,NA,7
"2204",NA,NA,7
"2205",NA,NA,7
"2206",NA,NA,7
"2207",NA,NA,7
"2208",NA,NA,7
"2209",NA,NA,7
"2210",NA,NA,7
"2211",NA,NA,7
"2212",NA,NA,7
"2213",NA,NA,7
"2214",NA,NA,7
"2215",NA,NA,7
"2216",NA,NA,7
"2217",NA,NA,7
"2218",NA,NA,7
"2219",NA,NA,7
"2220",NA,NA,7
"2221",NA,NA,7
"2222",NA,NA,7
"2223",NA,NA,7
"2224",NA,NA,7
"2225",NA,NA,7
"2226",NA,NA,7
"2227",NA,NA,7
"2228",NA,NA,7
"2229",NA,NA,7
"2230",NA,NA,7
"2231",NA,NA,7
"2232",NA,NA,7
"2233",NA,NA,7
"2234",NA,NA,7
"2235",NA,NA,7
"2236",NA,NA,7
"2237",NA,NA,7
"2238",NA,NA,7
"2239",NA,NA,7
"2240",NA,NA,7
"2241",NA,NA,7
"2242",NA,NA,7
"2243",NA,NA,7
"2244",NA,NA,7
"2245",NA,NA,7
"2246",NA,NA,7
"2247",NA,NA,7
"2248",NA,NA,7
"2249",NA,NA,7
"2250",NA,NA,7
"2251",NA,NA,7
"2252",NA,NA,7
"2253",NA,NA,7
"2254",NA,NA,7
"2255",NA,NA,7
"2256",NA,NA,7
"2257",NA,NA,7
"2258",NA,NA,7
"2259",NA,NA,7
"2260",NA,NA,7
"2261",NA,NA,7
"2262",NA,NA,7
"2263",NA,NA,7
"2264",NA,NA,7
"2265",NA,NA,7
"2266",NA,NA,7
"2267",NA,NA,7
"2268",NA,NA,7
"2269",NA,NA,7
"2270",NA,NA,7
"2271",NA,NA,7
"2272",NA,NA,7
"2273",NA,NA,7
"2274",NA,NA,7
"2275",NA,NA,7
"2276",NA,NA,7
"2277",NA,NA,7
"2278",NA,NA,7
"2279",NA,NA,7
"2280",NA,NA,7
"2281",NA,NA,7
"2282",NA,NA,7
"2283",NA,NA,7
"2284",NA,NA,7
"2285",NA,NA,7
"2286",NA,NA,7
"2287",NA,NA,7
"2288",NA,NA,7
"2289",NA,NA,7
"2290",NA,NA,7
"2291",NA,NA,7
"2292",NA,NA,7
"2293",NA,NA,7
"2294",NA,NA,7
"2295",NA,NA,7
"2296",NA,NA,7
"2297",NA,NA,7
"2298",NA,NA,7
"2299",NA,NA,7
"2300",NA,NA,7
"2301",NA,NA,7
"2302",NA,NA,7
"2303",NA,NA,7
"2304",NA,NA,7
"2305",NA,NA,7
"2306",NA,NA,7
"2307",NA,NA,7
"2308",NA,NA,7
"2309",NA,NA,7
"2310",NA,NA,7
"2311",NA,NA,7
"2312",NA,NA,7
"2313",NA,NA,7
"2314",NA,NA,7
"2315",NA,NA,7
"2316",NA,NA,7
"2317",NA,NA,7
"2318",NA,NA,7
"2319",NA,NA,7
"2320",NA,NA,7
"2321",NA,NA,7
"2322",NA,NA,7
"2323",NA,NA,7
"2324",NA,NA,7
"2325",NA,NA,7
"2326",NA,NA,7
"2327",NA,NA,7
"2328",NA,NA,7
"2329",NA,NA,7
"2330",NA,NA,7
"2331",NA,NA,7
"2332",NA,NA,7
"2333",NA,NA,7
"2334",NA,NA,7
"2335",NA,NA,7
"2336",NA,NA,7
"2337",NA,NA,7
"2338",NA,NA,7
"2339",NA,NA,7
"2340",NA,NA,7
"2341",NA,NA,7
"2342",NA,NA,7
"2343",NA,NA,7
"2344",NA,NA,7
"2345",NA,NA,7
"2346",NA,NA,7
"2347",NA,NA,7
"2348",NA,NA,7
"2349","356",325.210182576005,6.6
"2350","356",328.88287033546,6.6
"2351","356",332.555558094915,6.6
"2352","356",336.22824585437,6.6
"2353","356",339.927882056505,6.6
"2354","356",324.326658633872,6.6
"2355","356",327.081174453463,6.6
"2356","356",329.847239605631,6.6
"2357","357",334.441949082476,6.6
"2358","357",339.970229609287,6.6
"2359","357",343.642917368742,6.6
"2360","357",347.315605128197,6.6
"2361","357",332.636403422953,6.6
"2362","357",336.320640514985,6.6
"2363","357",351.011391552806,6.6
"2364","357",340.016426939594,6.6
"2365","357",343.689114699049,6.6
"2366","357",347.361802458505,6.6
"2367","357",354.707177977415,6.6
"2368","358",351.057588883114,6.6
"2369","358",358.402964402024,6.6
"2370","358",347.396450456235,6.6
"2371","358",356.130633217518,6.6
"2372","358",362.102600604158,6.6
"2373","358",350.174064940981,6.6
"2374","358",352.940130093149,6.6
"2375","358",367.630881130969,6.6
"2376","359",357.095002487689,6.6
"2377","359",360.308604277213,6.6
"2378","359",363.981292036668,6.6
"2379","359",371.326667555578,6.6
"2380","359",367.680928238802,6.6
"2381","359",375.026303757713,6.6
"2382","359",362.179596154671,6.6
"2383","359",380.558434062049,6.6
"2384","359",364.957210639416,6.6
"2385","359",367.264189821653,6.6
"2386","359",370.477791611176,6.6
"2387","360",375.072501088021,6.6
"2388","360",380.600781614831,6.6
"2389","360",384.273469374286,6.6
"2390","360",387.946157133742,6.6
"2391","360",374.185127368362,6.6
"2392","360",376.939643187953,6.6
"2393","360",391.641943558351,6.6
"2394","360",381.106064915071,6.6
"2395","360",384.319666704594,6.6
"2396","360",387.992354464049,6.6
"2397","360",395.337729982959,6.6
"2398","360",399.010417742415,6.6
"2399","361",391.691990666184,6.6
"2400","361",383.436142762461,6.6
"2401","361",386.190658582052,6.6
"2402","361",397.220271192995,6.6
"2403","361",400.89295895245,6.6
"2404","361",404.565646711905,6.6
"2405","361",390.804616946525,6.6
"2406","361",394.029768068625,6.6
"2407","361",408.261433136514,6.6
"2408","361",397.254919190725,6.6
"2409","362",400.480070312826,6.6
"2410","362",411.039047621259,6.6
"2411","362",404.615693819738,6.6
"2412","362",415.633757098104,6.6
"2413","362",405.564663979807,6.6
"2414","362",408.319179799399,6.6
"2415","362",411.085244951567,6.6
"2416","362",414.757932711022,6.6
"2417","362",418.430620470477,6.6
"2418","362",423.025329947322,6.6
"2419","363",428.553610474132,6.6
"2420","363",413.874408768889,6.6
"2421","363",417.099559890989,6.6
"2422","363",420.313161680512,6.6
"2423","363",424.907871157357,6.6
"2424","363",432.253246676267,6.6
"2425","363",421.265981618107,6.6
"2426","363",424.938669377562,6.6
"2427","363",428.163820499662,6.6
"2428","363",431.377422289185,6.6
"2429","363",435.05011004864,6.6
"2430","364",439.644819525485,6.6
"2431","364",445.176949829822,6.6
"2432","364",432.33024222678,6.6
"2433","364",435.096307378948,6.6
"2434","364",439.691016855793,6.6
"2435","364",450.709080134158,6.6
"2436","364",445.223147160129,6.6
"2437","364",439.721815075998,6.6
"2438","365",449.833255747076,6.6
"2439","365",453.505943506531,6.6
"2440","365",458.100652983376,6.6
"2441","365",446.183666652775,6.6
"2442","365",463.632783287712,6.6
"2443","365",451.25671098718,6.6
"2444","365",454.470312776703,6.6
"2445","365",458.143000536158,6.6
"2446","365",469.161063814523,6.6
"2447","366",460.920615020903,6.6
"2448","366",465.515324497748,6.6
"2449","366",472.860700016658,6.6
"2450","366",478.392830320994,6.6
"2451","366",465.546122717953,6.6
"2452","366",468.771273840053,6.6
"2453","366",472.906897346966,6.6
"2454","366",483.924960625331,6.6
"2455","366",478.435177873776,6.6
"2456","366",489.453241152142,6.6
"2457","367",474.774039446898,6.6
"2458","367",482.130964298385,6.6
"2459","367",485.803652057841,6.6
"2460","367",493.149027576751,6.6
"2461","367",478.469825871507,6.6
"2462","367",495.926642061496,6.6
"2463","367",489.503288259975,6.6
"2464","367",500.521351538341,6.6
"2465","367",484.001956175844,6.6
"2466","368",486.779570660589,6.6
"2467","368",489.53408648018,6.6
"2468","368",493.206774239635,6.6
"2469","368",495.972839391804,6.6
"2470","368",499.645527151259,6.6
"2471","368",503.318214910714,6.6
"2472","368",507.912924387559,6.6
"2473","368",513.445054691895,6.6
"2474","368",497.843831269262,6.6
"2475","368",501.068982391362,6.6
"2476","368",504.282584180885,6.6
"2477","368",507.955271940341,6.6
"2478","368",519.432421188638,6.6
"2479","369",511.65105836495,6.6
"2480","369",515.323746124405,6.6
"2481","369",522.669121643315,6.6
"2482","369",505.23540411848,6.6
"2483","369",507.989919938071,6.6
"2484","369",519.023382326539,6.6
"2485","369",526.368757845449,6.6
"2486","369",513.522050242408,6.6
"2487","369",531.89703837226,6.6
"2488","369",518.13600860688,6.6
"2489","369",520.890524426472,6.6
"2490","370",523.65658957864,6.6
"2491","370",534.674652857006,6.6
"2492","370",528.251299055485,6.6
"2493","370",539.26936233385,6.6
"2494","370",544.797642860661,6.6
"2495","370",527.363925335826,6.6
"2496","370",530.118441155417,6.6
"2497","370",533.343592277517,6.6
"2498","370",536.557194067041,6.6
"2499","370",541.151903543885,6.6
"2500","370",545.762012130832,6.6
"2501","370",550.356721607677,6.6
"2502","371",537.510014004635,6.6
"2503","371",541.194251096667,6.6
"2504","371",555.885002134488,6.6
"2505","371",544.878488188699,6.6
"2506","371",548.562725280731,6.6
"2507","371",552.235413040186,6.6
"2508","371",559.580788559097,6.6
"2509","371",555.931199464795,6.6
"2510","371",563.276574983706,6.6
"2511","372",554.117954250222,6.6
"2512","372",566.054189468451,6.6
"2513","372",559.63083566693,6.6
"2514","372",570.648898945295,6.6
"2515","372",559.661633887135,6.6
"2516","372",563.33432164659,6.6
"2517","372",566.100386798759,6.6
"2518","372",569.773074558214,6.6
"2519","372",573.445762317669,6.6
"2520","372",578.040471794513,6.6
"2521","373",567.971378676217,6.6
"2522","373",571.196529798317,6.6
"2523","373",574.41013158784,6.6
"2524","373",578.082819347295,6.6
"2525","373",581.75550710675,6.6
"2526","373",585.428194866205,6.6
"2527","373",589.12783106834,6.6
"2528","373",576.281123465298,6.6
"2529","373",579.953811224754,6.6
"2530","374",583.641898094311,6.6
"2531","374",594.659961372677,6.6
"2532","374",589.174028398648,6.6
"2533","374",584.59086825438,6.6
"2534","374",593.784136985595,6.6
"2535","374",597.45682474505,6.6
"2536","374",602.051534221895,6.6
"2537","374",589.204826618853,6.6
"2538","375",592.900613043462,6.6
"2539","375",596.573300802917,6.6
"2540","375",599.339365955085,6.6
"2541","375",603.01205371454,6.6
"2542","375",607.606763191385,6.6
"2543","375",613.135043718196,6.6
"2544","375",602.599165074916,6.6
"2545","375",605.812766864439,6.6
"2546","375",609.485454623894,6.6
"2547","375",616.830830142805,6.6
"2548","376",613.185090826029,6.6
"2549","376",620.530466344939,6.6
"2550","376",607.683758741898,6.6
"2551","376",611.379545166506,6.6
"2552","376",615.063782258538,6.6
"2553","376",618.736470017994,6.6
"2554","376",622.409157777449,6.6
"2555","376",626.081845536904,6.6
"2556","377",629.781481739039,6.6
"2557","377",616.934774135997,6.6
"2558","377",620.607461895452,6.6
"2559","377",624.29554876501,6.6
"2560","377",628.905657351957,6.6
"2561","377",632.578345111412,6.6
"2562","377",637.173054588257,6.6
"2563","377",625.244518925079,6.6
"2564","377",642.701335115067,6.6
"2565","378",628.940305349687,6.6
"2566","378",631.247284531924,6.6
"2567","378",634.460886321447,6.6
"2568","378",639.055595798292,6.6
"2569","378",646.400971317202,6.6
"2570","378",634.495534319178,6.6
"2571","378",637.250050138769,6.6
"2572","378",640.934287230801,6.6
"2573","378",644.606974990256,6.6
"2574","378",648.279662749712,6.6
"2575","378",651.952350509167,6.6
"2576","379",655.651986711301,6.6
"2577","379",643.723451048123,6.6
"2578","379",646.477966867715,6.6
"2579","379",650.166053737272,6.6
"2580","379",661.184117015638,6.6
"2581","379",655.698184041609,6.6
"2582","379",652.044745169782,6.6
"2583","380",660.308292628556,6.6
"2584","380",663.980980388011,6.6
"2585","380",668.575689864856,6.6
"2586","380",656.658703534255,6.6
"2587","380",661.272661898727,6.6
"2588","380",664.945349658183,6.6
"2589","380",668.618037417638,6.6
"2590","380",672.290725177093,6.6
"2591","380",675.990361379227,6.6
"2592","381",664.061825716049,6.6
"2593","381",666.816341535641,6.6
"2594","381",670.504428405198,6.6
"2595","381",681.522491683564,6.6
"2596","381",676.032708932009,6.6
"2597","381",672.371570505131,6.6
"2598","381",678.810323416755,6.6
"2599","381",682.48301117621,6.6
"2600","381",687.077720653054,6.6
"2601","382",676.078906262317,6.6
"2602","382",680.233778656858,6.6
"2603","382",683.447380446381,6.6
"2604","382",687.120068205836,6.6
"2605","382",690.792755965292,6.6
"2606","382",694.465443724747,6.6
"2607","382",682.563856504248,6.6
"2608","382",685.318372323839,6.6
"2609","383",688.543523445939,6.6
"2610","383",691.757125235463,6.6
"2611","383",696.351834712307,6.6
"2612","383",701.880115239118,6.6
"2613","383",691.791773233194,6.6
"2614","383",694.09875241543,6.6
"2615","383",698.234375922343,6.6
"2616","383",705.579751441253,6.6
"2617","384",698.735809445056,6.6
"2618","384",701.94941123458,6.6
"2619","384",705.622098994035,6.6
"2620","384",709.29478675349,6.6
"2621","384",712.990573178099,6.6
"2622","384",701.98405923231,6.6
"2623","384",705.209210354411,6.6
"2624","384",709.344833861323,6.6
"2625","384",716.690209380233,6.6
"2626","385",708.457460141664,6.6
"2627","385",711.211975961256,6.6
"2628","385",713.978041113424,6.6
"2629","385",717.650728872879,6.6
"2630","385",722.245438349724,6.6
"2631","385",714.012689111155,6.6
"2632","386",716.319668293391,6.6
"2633","386",719.533270082914,6.6
"2634","386",723.20595784237,6.6
"2635","386",727.800667319214,6.6
"2636","386",720.486090020509,6.6
"2637","386",724.170327112541,6.6
"2638","386",727.843014871996,6.6
"2639","386",731.515702631451,6.6
"2640","386",735.215338833586,6.6
"2641","387",723.286803170408,6.6
"2642","387",726.511954292508,6.6
"2643","387",729.725556082031,6.6
"2644","387",732.503170566777,6.6
"2645","387",736.175858326232,6.6
"2646","387",740.770567803076,6.6
"2647","387",732.537818564507,6.6
"2648","388",734.844797746744,6.6
"2649","388",738.058399536267,6.6
"2650","388",741.731087295722,6.6
"2651","388",746.325796772566,6.6
"2652","388",738.093047533998,6.6
"2653","388",741.318198656098,6.6
"2654","388",744.531800445621,6.6
"2655","388",748.204488205076,6.6
"2656","388",751.877175964531,6.6
"2657","389",755.576812166666,6.6
"2658","389",743.648276503488,6.6
"2659","389",745.955255685724,6.6
"2660","389",750.090879192637,6.6
"2661","389",755.619159719448,6.6
"2662","389",759.291847478903,6.6
"2663","389",749.203505472978,6.6
"2664","389",752.27947771596,6.6
"2665","389",762.991483681038,6.6
"2666","390",757.505550707009,6.6
"2667","390",763.033831233819,6.6
"2668","390",766.706518993275,6.6
"2669","390",756.61817698735,6.6
"2670","390",759.84332810945,6.6
"2671","390",770.402305417884,6.6
"2672","391",762.620942594195,6.6
"2673","391",766.756566101108,6.6
"2674","391",772.288696405444,6.6
"2675","391",764.032848501722,6.6
"2676","391",767.108820744703,6.6
"2677","392",771.412872018363,6.6
"2678","392",776.007581495207,6.6
"2679","392",767.763282924061,6.6
"2680","392",771.918155318602,6.6
"2681","392",775.131757108125,6.6
"2682","392",779.72646658497,6.6
"2683","393",774.248233165992,6.6
"2684","393",777.014298318161,6.6
"2685","393",781.609007795005,6.6
"2686","393",777.060495648468,6.6
"2687","393",779.815011468059,6.6
"2688","393",783.487699227515,6.6
"2689","394",778.931487525926,6.6
"2690","394",781.697552678095,6.6
"2691","394",785.37024043755,6.6
"2692","395",781.743750008402,6.6
"2693","395",785.416437767857,6.6
"2694","395",782.708119278574,6.6
"2695","395",785.462635098165,6.6
"2696","396",782.754316608881,6.6
"2697","396",785.508832428473,6.6
"2698","396",782.800513939189,6.6
"2699","396",785.55502975878,6.6
"2700","397",781.928539329633,6.6
"2701","397",785.601227089088,6.6
"2702","397",781.97473665994,6.6
"2703","397",785.647424419396,6.6
"2704","398",775.559082413471,6.6
"2705","398",778.328997343165,6.6
"2706","398",782.939105930112,6.6
"2707","398",774.698657136491,6.6
"2708","398",778.371344895947,6.6
"2709","399",781.148959380692,6.6
"2710","399",772.908510587072,6.6
"2711","399",776.581198346527,6.6
"2712","399",779.358812831272,6.6
"2713","399",769.568828583584,6.6
"2714","400",774.791051797107,6.6
"2715","400",767.46877494335,6.6
"2716","400",771.141462702805,6.6
"2717","400",773.919077187551,6.6
"2718","400",764.129092939862,6.6
"2719","400",769.355165930911,6.6
"2720","401",761.099318027188,6.6
"2721","401",763.869232956882,6.6
"2722","401",757.461278265464,6.6
"2723","401",768.479341543829,6.6
"2724","401",753.352603201231,6.6
"2725","401",760.697978720141,6.6
"2726","401",763.911580509664,6.6
"2727","402",750.621186046793,6.6
"2728","402",756.593153433433,6.6
"2729","402",762.109884627667,6.6
"2730","402",747.430682922424,6.6
"2731","402",750.208297407169,6.6
"2732","402",753.880985166624,6.6
"2733","402",757.553672926079,6.6
"2734","402",744.397058232224,6.6
"2735","403",752.997461224491,6.6
"2736","403",738.777345489179,6.6
"2737","403",741.990947278702,6.6
"2738","403",745.663635038157,6.6
"2739","403",749.336322797613,6.6
"2740","403",736.045928334741,6.6
"2741","403",739.282628789418,6.6
"2742","403",742.955316548874,6.6
"2743","403",746.628004308329,6.6
"2744","403",732.859274987898,6.6
"2745","404",726.462869629056,6.6
"2746","404",728.310762841361,6.6
"2747","404",731.983450600816,6.6
"2748","404",735.656138360271,6.6
"2749","404",739.328826119726,6.6
"2750","404",723.743001807195,6.6
"2751","405",721.47067062269,6.6
"2752","405",726.520616291941,6.6
"2753","405",730.193304051396,6.6
"2754","405",733.865991810851,6.6
"2755","405",718.284017275846,6.6
"2756","405",727.473436229535,6.6
"2757","405",714.171492434087,6.6
"2758","405",723.812297802657,6.6
"2759","405",707.308301550263,6.6
"2760","405",720.162708708356,6.6
"2761","405",710.984839087243,6.6
"2762","406",723.846945800388,6.6
"2763","406",716.51696939158,6.6
"2764","406",700.915745968947,6.6
"2765","406",702.763639181251,6.6
"2766","406",706.436326940706,6.6
"2767","406",711.031036417551,6.6
"2768","406",695.429812994918,6.6
"2769","406",698.199727924612,6.6
"2770","407",702.809836511559,6.6
"2771","407",706.482524271014,6.6
"2772","407",710.155212030469,6.6
"2773","407",690.896699958483,6.6
"2774","407",694.569387717939,6.6
"2775","407",698.242075477394,6.6
"2776","407",701.926312569426,6.6
"2777","407",687.706196834114,6.6
"2778","407",690.024725348927,6.6
"2779","407",693.697413108383,6.6
"2780","407",697.370100867838,6.6
"2781","407",683.601371547406,6.6
"2782","408",679.041310068293,6.6
"2783","408",680.889203280597,6.6
"2784","408",684.561891040052,6.6
"2785","408",688.234578799507,6.6
"2786","408",691.907266558962,6.6
"2787","408",676.325292023958,6.6
"2788","409",680.935400610905,6.6
"2789","409",684.60808837036,6.6
"2790","409",670.839359049929,6.6
"2791","409",676.371489354265,6.6
"2792","409",664.442953691087,6.6
"2793","409",681.888220548499,6.6
"2794","409",666.290846903392,6.6
"2795","409",670.885556380236,6.6
"2796","409",676.40228757447,6.6
"2797","409",661.723085869226,6.6
"2798","410",654.40080901547,6.6
"2799","410",664.500700353972,6.6
"2800","410",668.173388113427,6.6
"2801","410",671.846075872882,6.6
"2802","410",658.077346552451,6.6
"2803","410",665.453520291566,6.6
"2804","410",649.856146646459,6.6
"2805","410",653.528834405914,6.6
"2806","410",657.201522165369,6.6
"2807","410",660.874209924824,6.6
"2808","411",646.665643522089,6.6
"2809","411",658.154342102964,6.6
"2810","411",643.47514039772,6.6
"2811","411",650.82051591663,6.6
"2812","411",654.493203676085,6.6
"2813","411",640.28463727335,6.6
"2814","411",647.170926822329,6.6
"2815","412",649.948541307074,6.6
"2816","412",636.791926613219,6.6
"2817","412",643.525187505553,6.6
"2818","412",630.713127900242,6.6
"2819","412",633.467643719833,6.6
"2820","412",637.140331479289,6.6
"2821","412",640.813019238744,6.6
"2822","412",644.485706998199,6.6
"2823","413",639.929495296611,6.6
"2824","413",625.709379561299,6.6
"2825","413",628.922981350822,6.6
"2826","413",632.595669110277,6.6
"2827","413",636.268356869732,6.6
"2828","413",622.216668901167,6.6
"2829","413",634.466660987736,6.6
"2830","413",627.132834801402,6.6
"2831","413",630.805522560857,6.6
"2832","413",617.044492795477,6.6
"2833","414",618.892386007782,6.6
"2834","414",623.487095484627,6.6
"2835","414",629.00382667886,6.6
"2836","414",614.324624973617,6.6
"2837","414",612.052293789111,6.6
"2838","414",617.102239458362,6.6
"2839","414",620.774927217817,6.6
"2840","414",624.447614977272,6.6
"2841","414",608.865640442267,6.6
"2842","415",613.475749029214,6.6
"2843","415",617.148436788669,6.6
"2844","415",603.379707468238,6.6
"2845","415",598.808096656548,6.6
"2846","415",608.907987995049,6.6
"2847","415",601.574161808716,6.6
"2848","415",611.685602479794,6.6
"2849","415",605.262248678274,6.6
"2850","415",595.170056894823,6.6
"2851","416",597.939971824517,6.6
"2852","416",602.550080411464,6.6
"2853","416",606.222768170919,6.6
"2854","416",592.454038850488,6.6
"2855","416",587.423342068866,6.6
"2856","416",597.982319377299,6.6
"2857","416",584.691924914428,6.6
"2858","416",589.741870583679,6.6
"2859","417",594.336580060523,6.6
"2860","417",581.501421790058,6.6
"2861","417",588.858346641546,6.6
"2862","417",577.851832695757,6.6
"2863","417",585.197208214667,6.6
"2864","417",580.629447180502,6.6
"2865","417",574.206093378982,6.6
"2866","418",569.175396597359,6.6
"2867","418",572.400547719459,6.6
"2868","418",576.073235478914,6.6
"2869","418",565.525807503057,6.6
"2870","418",568.750958625158,6.6
"2871","418",561.42098221635,6.6
"2872","419",555.935049242321,6.6
"2873","419",550.904352460698,6.6
"2874","419",543.134538969587,6.6
"2875","420",533.822232672976,6.6
"2876","421",529.207571571336,6.6
"2877","421",515.216624537064,6.6
"2878","421",517.553347833755,6.6
"2879","421",519.890071130445,6.6
"2880","421",526.900241020516,6.6
"2881","422",510.601963435424,6.6
"2882","422",503.621186291223,6.6
"2883","423",501.313855740403,6.6
"2884","423",494.333078596202,6.6
"2885","423",496.669801892893,6.6
"2886","423",499.006525189583,6.6
"2887","424",489.689024748692,6.6
"2888","424",485.044970901182,6.6
"2889","424",482.737640350362,6.6
"2890","425",480.430309799541,6.6
"2891","426",475.845041443772,6.6
"2892","426",471.200987596261,6.6
"2893","426",473.537710892952,6.6
"2894","426",466.56246398472,6.6
"2895","427",462.912874890419,6.6
"2896","427",459.710822433472,6.6
"2897","427",454.683975429375,6.6
"2898","427",447.350149243042,6.6
"2899","427",450.120064172736,6.6
"2900","428",444.634131198707,6.6
"2901","428",435.930746657629,6.6
"2902","428",439.144348447152,6.6
"2903","428",442.828585539185,6.6
